p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
ATP5I1	0.000574362252387583	0.258574156265034	0.459	0.278	1	5	ATP5I
IRAK31	0.000578562869709874	1.5489770726386	0.057	0.017	1	5	IRAK3
YIPF1	0.000590002120077525	0.729787868595961	0.082	0.03	1	5	YIPF1
CHD91	0.000590712993484106	0.483890733628168	0.132	0.059	1	5	CHD9
PIP5K1C	0.000592208814390661	1.23059879322575	0.044	0.011	1	5	PIP5K1C
MSRB21	0.00059523046060246	0.446698871450101	0.126	0.055	1	5	MSRB2
GPN3	0.000595333157696234	0.515974648571967	0.132	0.059	1	5	GPN3
OCEL11	0.000598189849970699	0.598817512112656	0.132	0.059	1	5	OCEL1
NDUFB21	0.000598203714919996	0.359278144236785	0.528	0.336	1	5	NDUFB2
USP32	0.00060191270989305	1.2630668901441	0.063	0.02	1	5	USP32
PET100	0.000610443877183297	0.318093320681283	0.296	0.165	1	5	PET100
PEPD1	0.00061184751914968	0.484775365707019	0.208	0.108	1	5	PEPD
RP11-1070N10.3	0.000612674855000384	2.42291640983744	0.025	0.004	1	5	RP11-1070N10.3
HSH2D	0.000613941770376896	0.20359129833831	0.164	0.078	1	5	HSH2D
LIPA	0.00061665369121585	0.512245921513338	0.189	0.096	1	5	LIPA
DOK11	0.000630446625252977	0.456982262271039	0.101	0.041	1	5	DOK1
PSMB71	0.000635298198776413	0.29997272609856	0.497	0.303	1	5	PSMB7
BCCIP	0.000636352000460867	0.477215866007159	0.138	0.063	1	5	BCCIP
DDX41	0.000636968975625793	0.733570792173645	0.107	0.044	1	5	DDX41
DMXL21	0.000638793807404174	0.975066179154109	0.063	0.02	1	5	DMXL2
PDIA6	0.000643226983824117	0.242050249380547	0.39	0.229	1	5	PDIA6
SNX202	0.000648067852475621	0.429550173856365	0.17	0.085	1	5	SNX20
NLN1	0.000649493087495597	1.66833557071579	0.025	0.004	1	5	NLN
DTYMK	0.000682324002106386	1.51779547313596	0.132	0.061	1	5	DTYMK
CYB561D2	0.000691227141775752	0.288880697723874	0.208	0.107	1	5	CYB561D2
TRIM691	0.000710636129921073	0.293219425209597	0.17	0.083	1	5	TRIM69
INSIG2	0.000716759488158031	1.03697657775882	0.088	0.034	1	5	INSIG2
CAPG1	0.000718018017768152	0.285507305532538	0.371	0.221	1	5	CAPG
FLYWCH2	0.000718415954386401	0.810921466528079	0.151	0.072	1	5	FLYWCH2
MPG1	0.000722914214637383	0.73096327868017	0.252	0.138	1	5	MPG
PLAA	0.000728600533585561	1.3835830469756	0.063	0.021	1	5	PLAA
CBL	0.000728640679215242	0.900961344901904	0.094	0.038	1	5	CBL
SNRPD1	0.000736389416919815	0.367343162196092	0.346	0.206	1	5	SNRPD1
TMEM258	0.000737396273437565	0.238426797610063	0.509	0.316	1	5	TMEM258
NACC21	0.00074098523587946	1.61405361529395	0.044	0.012	1	5	NACC2
MAFK1	0.000743793698688176	1.75571189140518	0.044	0.012	1	5	MAFK
KDELR11	0.000743876388978992	0.296254574489807	0.201	0.102	1	5	KDELR1
FHOD1	0.000754489167798718	1.15462766960771	0.069	0.024	1	5	FHOD1
TRAFD1	0.000776125008242533	0.619268754107767	0.113	0.048	1	5	TRAFD1
UBE2I	0.000777819914241384	0.264189704153421	0.509	0.323	1	5	UBE2I
CLEC4A1	0.000779727272718738	0.706663535703175	0.082	0.031	1	5	CLEC4A
RAB1B1	0.000785299615981283	0.208610667970115	0.132	0.06	1	5	RAB1B
PARP4	0.000787275046067111	0.715641151132421	0.094	0.038	1	5	PARP4
C7orf43	0.00079227520339314	0.826986196449518	0.05	0.015	1	5	C7orf43
CHKB-AS1	0.000796101990677395	1.70453707733033	0.031	0.007	1	5	CHKB-AS1
XAF11	0.00081642051866982	0.141264036459196	0.346	0.2	1	5	XAF1
PPP2R1A	0.000816706738806753	0.213154962515523	0.296	0.164	1	5	PPP2R1A
TECPR2	0.000826667207282986	1.43485928097625	0.031	0.007	1	5	TECPR2
VWA5A	0.000830689448248279	1.46808692982086	0.031	0.007	1	5	VWA5A
CNDP2	0.000834758289055566	0.515098717791625	0.182	0.094	1	5	CNDP2
TBC1D10A1	0.000853648603666428	0.758481378935998	0.126	0.057	1	5	TBC1D10A
UBXN1	0.000854595894160257	0.454850872051284	0.742	0.492	1	5	UBXN1
DDB21	0.000854937353330975	0.420062774430214	0.094	0.038	1	5	DDB2
BLOC1S21	0.000855314020268116	0.37468255072771	0.27	0.154	1	5	BLOC1S2
SEC24B	0.000866243839753075	0.456439669328083	0.082	0.031	1	5	SEC24B
ZNF580	0.000872261416075242	0.680747407915076	0.107	0.045	1	5	ZNF580
NFYC	0.000878059680531971	1.51813869013689	0.164	0.082	1	5	NFYC
POLR1D1	0.00087875225118727	0.180192693260897	0.478	0.283	1	5	POLR1D
WIPI2	0.000879350438286975	0.300837113937569	0.189	0.096	1	5	WIPI2
RBM15B	0.000881253520139149	0.870731068898155	0.075	0.028	1	5	RBM15B
DDX521	0.000881551893762091	0.552721214546637	0.094	0.038	1	5	DDX52
TRPC4AP	0.000884051038793772	0.679853289061204	0.119	0.053	1	5	TRPC4AP
USP4	0.000885137005843286	0.843420151055185	0.107	0.046	1	5	USP4
GPR108	0.0008868410411633	0.597778630932598	0.164	0.08	1	5	GPR108
MED11	0.000891346625829371	0.437070709983148	0.157	0.076	1	5	MED11
RAP2C	0.00089163115107963	0.542070047316064	0.082	0.031	1	5	RAP2C
ANKRD13D1	0.000902819575241394	0.468603868216007	0.132	0.061	1	5	ANKRD13D
VAV11	0.000908619733349092	0.752125311030232	0.126	0.058	1	5	VAV1
NKIRAS21	0.000911224017925956	2.05086187019151	0.101	0.042	1	5	NKIRAS2
SNW1	0.00092932560855047	0.194490101230797	0.245	0.134	1	5	SNW1
KIAA0247	0.000930920668821463	0.965792360181994	0.069	0.024	1	5	KIAA0247
MAP1LC3B2	0.000931382260371296	0.517421213547088	0.101	0.042	1	5	MAP1LC3B2
C2orf49	0.000941048951059004	0.579845064550019	0.075	0.028	1	5	C2orf49
ASRGL11	0.000950027784154255	1.20640859356471	0.05	0.015	1	5	ASRGL1
SIVA1	0.000954231036015296	0.766626756476023	0.365	0.213	1	5	SIVA1
SNRPG	0.000960287275006017	0.508598638993406	0.239	0.135	1	5	SNRPG
ING2	0.000960841176414606	0.801359202152834	0.107	0.046	1	5	ING2
UCKL1	0.000962208713015416	0.550455655565397	0.107	0.046	1	5	UCKL1
AP3S1	0.00096287774596378	0.137382136240131	0.27	0.151	1	5	AP3S1
RP2	0.000970153918076806	0.824646873641554	0.069	0.024	1	5	RP2
EMC2	0.000970850629664849	1.08809780634983	0.05	0.015	1	5	EMC2
HINFP	0.000973231554709639	1.20119294130355	0.057	0.018	1	5	HINFP
EXOC1	0.000981586131828035	1.01169704901716	0.075	0.028	1	5	EXOC1
PSMD7	0.00098315592662792	0.231120015340924	0.321	0.191	1	5	PSMD7
TAF15	0.000986811480544543	0.341896398318774	0.182	0.093	1	5	TAF15
CSF2RB1	0.000989883252776543	1.5009581974381	0.044	0.012	1	5	CSF2RB
PDCD51	0.000992766277102846	0.295991859253491	0.314	0.179	1	5	PDCD5
DHRS12	0.000999498369547411	0.890904414970321	0.088	0.035	1	5	DHRS12
CHMP1B1	0.00100331873768028	0.538064086484165	0.421	0.248	1	5	CHMP1B
PFKFB3	0.00101366932383428	1.69455476057619	0.044	0.012	1	5	PFKFB3
NBEAL21	0.00102324590620289	0.705032144967622	0.094	0.039	1	5	NBEAL2
IFT571	0.00103305268633105	1.10343202558763	0.157	0.077	1	5	IFT57
FAM136A	0.00103944930981086	0.498183661248483	0.132	0.061	1	5	FAM136A
NOL12	0.00103957255917969	0.205640918727492	0.157	0.076	1	5	NOL12
CYC11	0.00103966993079551	0.343602785222503	0.314	0.186	1	5	CYC1
PPP1R9B1	0.00104417572790503	0.807071173334156	0.082	0.031	1	5	PPP1R9B
FTCDNL1	0.00104544172017637	1.36594380778884	0.038	0.009	1	5	FTCDNL1
NDUFB12	0.00104932625426436	0.367942020633085	0.296	0.172	1	5	NDUFB1
MARCH5	0.00105132234187312	0.191564360284575	0.126	0.057	1	5	MARCH5
TSC1	0.00105187728731046	1.36926459587679	0.038	0.009	1	5	TSC1
ZNF25	0.00105321315792983	1.50775974750906	0.044	0.012	1	5	ZNF25
MCMBP	0.00106152745457595	0.705078619467614	0.126	0.058	1	5	MCMBP
ASAP1	0.00106560635045834	0.762834651009966	0.075	0.028	1	5	ASAP1
NCOA2	0.00107109606428776	0.995987024793876	0.057	0.018	1	5	NCOA2
BFAR	0.00107130003981257	0.4280188724763	0.164	0.081	1	5	BFAR
PSMA6	0.00107453706647462	0.559193825091218	0.17	0.085	1	5	PSMA6
ARHGEF10L1	0.00107578926160021	1.27630232274699	0.038	0.009	1	5	ARHGEF10L
ATAD2B	0.00108019054551355	1.32722400064352	0.038	0.009	1	5	ATAD2B
SOWAHD1	0.00108019054551355	1.333462644098	0.038	0.009	1	5	SOWAHD
SMIM7	0.00108371966343337	1.07916556923753	0.277	0.155	1	5	SMIM7
CSNK2A1	0.00108593284242454	0.459987825726129	0.113	0.05	1	5	CSNK2A1
SRD5A11	0.0010871163318806	0.624184396463696	0.063	0.021	1	5	SRD5A1
STAT5A	0.00108872776861293	0.353252834529862	0.107	0.046	1	5	STAT5A
EIF4G11	0.00109181349912494	0.777873656604827	0.082	0.031	1	5	EIF4G1
UBN1	0.00109370682277929	0.415810360071894	0.113	0.05	1	5	UBN1
RALBP1	0.00109648989323433	0.350194695471126	0.126	0.058	1	5	RALBP1
PIN4	0.0010972982921119	0.527555012657251	0.182	0.095	1	5	PIN4
ZNF641	0.00112433909128691	0.905904590230297	0.044	0.012	1	5	ZNF641
POU2F1	0.00112591832238568	0.705655097233387	0.057	0.018	1	5	POU2F1
MBOAT71	0.0011323515867875	1.44934931801001	0.113	0.05	1	5	MBOAT7
DLD1	0.00113558421313565	0.631323488159317	0.132	0.062	1	5	DLD
ALG3	0.00113859510659731	0.482829973646928	0.151	0.074	1	5	ALG3
ZNF674-AS1	0.00114001003044501	2.30722317169952	0.025	0.005	1	5	ZNF674-AS1
SRRM2	0.00115611565186287	0.224483496560286	0.333	0.192	1	5	SRRM2
NMNAT3	0.00115914743801666	1.64668049802446	0.025	0.005	1	5	NMNAT3
UTF1	0.00116152825720871	3.16290687775605	0.019	0.003	1	5	UTF1
ACTL10	0.00116236572376878	2.12691156549297	0.025	0.005	1	5	ACTL10
RAPGEF2	0.00117207019355452	2.19877404318015	0.025	0.005	1	5	RAPGEF2
SGK11	0.0011728402962694	0.473744698775	0.094	0.039	1	5	SGK1
RP11-432J24.2	0.00117655122887988	4.13279015389951	0.013	0.001	1	5	RP11-432J24.2
UGGT2	0.00117655122887988	3.99262561635608	0.013	0.001	1	5	UGGT2
PSMA31	0.00117975034616936	0.188292362649869	0.264	0.146	1	5	PSMA3
RP11-469M7.1	0.00118238206175854	3.82232347024822	0.013	0.001	1	5	RP11-469M7.1
ETV5	0.00118512596726128	1.682924523407	0.025	0.005	1	5	ETV5
RP1-266L20.2	0.0011882395846248	2.48892671501484	0.013	0.001	1	5	RP1-266L20.2
TMED5	0.00118904618294363	2.30612303337605	0.17	0.085	1	5	TMED5
RP11-426L16.3	0.00119412390798024	3.24021417806449	0.013	0.001	1	5	RP11-426L16.3
RP5-894D12.3	0.00119412390798024	2.57352154187406	0.013	0.001	1	5	RP5-894D12.3
FRMD3	0.00119412390798024	2.55350178087516	0.013	0.001	1	5	FRMD3
FOSL1	0.00119412390798024	2.86939016413655	0.013	0.001	1	5	FOSL1
TEX22	0.00119412390798024	3.17427296242584	0.013	0.001	1	5	TEX22
CTD-2619J13.14	0.00119412390798024	3.11361710668119	0.013	0.001	1	5	CTD-2619J13.14
RP11-452C13.1	0.00120003514272549	2.37445342625846	0.013	0.001	1	5	RP11-452C13.1
RP11-1149M10.2	0.00120003514272549	2.82343085431087	0.013	0.001	1	5	RP11-1149M10.2
AATK	0.00120003514272549	3.0274813266504	0.013	0.001	1	5	AATK
FIS11	0.00120239807936992	0.219402056652022	0.516	0.319	1	5	FIS1
GOLIM4	0.00120288152337315	2.30447078942628	0.019	0.003	1	5	GOLIM4
LRRC28	0.00120302480398914	0.907319261023293	0.075	0.028	1	5	LRRC28
RP11-190C22.9	0.0012059734001614	2.46668427095078	0.013	0.001	1	5	RP11-190C22.9
RP1-20N2.6	0.0012059734001614	2.32568342376928	0.013	0.001	1	5	RP1-20N2.6
PABPC3	0.0012059734001614	2.99325107428485	0.013	0.001	1	5	PABPC3
ABCA3	0.0012059734001614	2.82978652674391	0.013	0.001	1	5	ABCA3
CSNK1D	0.00120687360649221	0.464271389343915	0.157	0.077	1	5	CSNK1D
SEPT10	0.00121131367653291	2.50053041607901	0.019	0.003	1	5	SEPT10
PCOLCE	0.00121131367653291	2.06110998988561	0.019	0.003	1	5	PCOLCE
UBL7	0.00121336303756214	0.439332540716967	0.17	0.086	1	5	UBL7
PPP5D1	0.00121555000754281	2.3279181404709	0.019	0.003	1	5	PPP5D1
CARD6	0.00121555019718713	2.06396544242449	0.019	0.003	1	5	CARD6
PDGFC	0.00122406432590728	1.89912120910201	0.019	0.003	1	5	PDGFC
USP49	0.00122406432590728	2.08398514742983	0.019	0.003	1	5	USP49
EGFL7	0.00122406432590728	1.35152564844479	0.019	0.003	1	5	EGFL7
NLRC41	0.00124086976697563	1.54564243028211	0.031	0.007	1	5	NLRC4
NME4	0.00124519887061056	0.271350297326779	0.22	0.118	1	5	NME4
MKNK11	0.00124813026767947	0.575629735378694	0.094	0.039	1	5	MKNK1
XRCC4	0.00126103003290197	1.32674672126873	0.031	0.007	1	5	XRCC4
GNG101	0.00126158075752778	0.965437376228025	0.057	0.018	1	5	GNG10
IGBP1	0.00126235103058534	0.167388021989034	0.465	0.281	1	5	IGBP1
NUDT2	0.00126451106148789	0.369053010733213	0.17	0.086	1	5	NUDT2
TOM11	0.00127075455977856	0.607015691931885	0.107	0.046	1	5	TOM1
ZRSR2	0.00129194599178874	0.39288870306358	0.151	0.074	1	5	ZRSR2
GIMAP21	0.00130284164994481	0.35631813616365	0.321	0.186	1	5	GIMAP2
FRG1	0.00130738886886593	0.47235873176231	0.214	0.118	1	5	FRG1
GLRX2	0.00130908468418072	1.07534462616151	0.069	0.025	1	5	GLRX2
ATP6V1D1	0.00132110538741319	0.317183413392443	0.151	0.074	1	5	ATP6V1D
FAM188A	0.00132411970586434	1.0419376264827	0.05	0.015	1	5	FAM188A
EMC81	0.00133055953772752	0.57074606263119	0.145	0.071	1	5	EMC8
SOD12	0.00133118574466023	0.435725895850521	0.679	0.498	1	5	SOD1
JUP2	0.00133208289760738	1.7201396784948	0.057	0.019	1	5	JUP
RSRC1	0.00134207659157892	0.632557170811016	0.101	0.043	1	5	RSRC1
STX121	0.00134684770469591	0.344361567235953	0.132	0.062	1	5	STX12
TMEM183A1	0.00134980329863725	0.654529714113725	0.138	0.067	1	5	TMEM183A
TMED7	0.00135693441908857	0.417509872084668	0.101	0.043	1	5	TMED7
TCEA21	0.00135922811575006	0.246260846373137	0.113	0.05	1	5	TCEA2
XPO6	0.00136099854330897	0.625561707312943	0.094	0.039	1	5	XPO6
RNF25	0.00136647518583251	0.760781547467564	0.057	0.018	1	5	RNF25
AAED11	0.0013731405092566	0.664519985360857	0.107	0.047	1	5	AAED1
KCNAB2	0.00137342714927898	0.607597243760978	0.176	0.092	1	5	KCNAB2
MGRN1	0.00140119431832339	0.648237490168158	0.094	0.039	1	5	MGRN1
NOP9	0.00140157332502401	2.25918911656269	0.038	0.01	1	5	NOP9
BCAP311	0.00142589573674037	0.231255190549269	0.434	0.274	1	5	BCAP31
DCP2	0.00142742817921127	0.149195052658647	0.126	0.058	1	5	DCP2
ATAT1	0.00143982804122251	1.30215230419948	0.044	0.013	1	5	ATAT1
COQ9	0.00145250408957751	0.642191632407851	0.088	0.036	1	5	COQ9
PNKD	0.00145267172818593	0.278606264964956	0.239	0.135	1	5	PNKD
ZC3H13	0.00145659633831775	0.170200491955089	0.151	0.074	1	5	ZC3H13
SNX12	0.00146481830849235	0.659507857498595	0.069	0.025	1	5	SNX12
DCAF6	0.0014693991926181	0.691510913520945	0.075	0.029	1	5	DCAF6
TUFM1	0.00147922750435217	0.202005158805326	0.384	0.234	1	5	TUFM
GANC	0.00149377621237956	0.943280284111454	0.044	0.013	1	5	GANC
YKT6	0.00149388329999079	0.650549793482647	0.088	0.036	1	5	YKT6
CSGALNACT2	0.00149599209460337	1.09629876983259	0.075	0.029	1	5	CSGALNACT2
RSBN1L-AS1	0.00150127529902798	1.11324449862896	0.038	0.01	1	5	RSBN1L-AS1
SET	0.00150556699111201	0.230181418906196	0.239	0.132	1	5	SET
AC074289.11	0.00154899514326321	0.900892765944642	0.038	0.01	1	5	AC074289.1
MYCBP	0.00155531787296299	0.378147187711869	0.119	0.054	1	5	MYCBP
SSB1	0.0015636756726165	0.577560242442862	0.371	0.223	1	5	SSB
MINOS11	0.00157563547721886	0.205269931394013	0.409	0.255	1	5	MINOS1
COMMD8	0.00157976655889973	0.174177337352651	0.214	0.115	1	5	COMMD8
MRPL40	0.00159522911386906	0.134171377352606	0.214	0.115	1	5	MRPL40
TRMT61A	0.00159747340253844	0.637814146154687	0.05	0.016	1	5	TRMT61A
ADAM17	0.00162275001125471	0.925931842809679	0.05	0.016	1	5	ADAM17
DCTPP1	0.00162388938345928	0.617356990088549	0.164	0.082	1	5	DCTPP1
DRAM22	0.00162759353222597	0.105628295257709	0.27	0.154	1	5	DRAM2
NEDD9	0.00163244464906869	0.400057339142954	0.094	0.039	1	5	NEDD9
MRPL17	0.00163642334829694	0.22666067500139	0.126	0.058	1	5	MRPL17
DDX42	0.00165529676655667	0.610023530928336	0.094	0.04	1	5	DDX42
HADHA1	0.00165562564406886	0.168046206980264	0.34	0.2	1	5	HADHA
PFDN11	0.0016583739141638	0.185975304405795	0.226	0.124	1	5	PFDN1
GUK12	0.00166212585823826	0.140429003680503	0.686	0.467	1	5	GUK1
TCEB3	0.00167099796306521	0.761989684896381	0.069	0.026	1	5	TCEB3
C6orf47	0.00167633032531641	0.881836633839866	0.094	0.041	1	5	C6orf47
PHC3	0.00167828664957022	0.304699858148496	0.126	0.058	1	5	PHC3
ETFB	0.00168112365060263	0.307135462636607	0.327	0.196	1	5	ETFB
MAPK1IP1L	0.00168341590655632	0.231046776423371	0.201	0.109	1	5	MAPK1IP1L
GAPT2	0.00169090624629273	0.346865146585254	0.126	0.059	1	5	GAPT
BCL2L111	0.00170952308920039	0.878391177682431	0.057	0.019	1	5	BCL2L11
ABHD2	0.00172283931864836	0.737454373550717	0.075	0.029	1	5	ABHD2
RMND5B	0.00174897624090944	0.364660526305818	0.088	0.036	1	5	RMND5B
UQCC2	0.00176887359327727	0.60567616200354	0.164	0.084	1	5	UQCC2
USMG51	0.00177509488426763	0.18179114968041	0.314	0.182	1	5	USMG5
ALDH16A11	0.00178682153556982	0.368377450724596	0.113	0.051	1	5	ALDH16A1
FKBP2	0.00180609395153026	0.970371048702721	0.233	0.131	1	5	FKBP2
C2CD2L1	0.00180859250728946	1.3381841258647	0.044	0.013	1	5	C2CD2L
SAMM50	0.00181110619542106	0.401610553304333	0.132	0.064	1	5	SAMM50
CENPB	0.0018209384567951	1.21800241988825	0.044	0.013	1	5	CENPB
PPP1R11	0.00182164737283136	0.181107394700059	0.296	0.171	1	5	PPP1R11
NUB1	0.00183232370469181	0.194439958364794	0.176	0.09	1	5	NUB1
FAM50A1	0.00183863242542209	0.40377985976539	0.189	0.101	1	5	FAM50A
SUMF1	0.00184317416877207	0.962402479292257	0.063	0.022	1	5	SUMF1
CALCOCO21	0.00186488407559647	1.37840417186239	0.22	0.122	1	5	CALCOCO2
ZCRB1	0.00187074182961132	0.393958334197861	0.189	0.102	1	5	ZCRB1
SETDB1	0.00187903734054317	1.10284330969833	0.057	0.019	1	5	SETDB1
RAB11A	0.00189105888529625	0.168974651043838	0.214	0.116	1	5	RAB11A
RPF1	0.00189757677308281	0.418356337708807	0.214	0.119	1	5	RPF1
CHKA	0.00189770004545165	1.33523945110069	0.031	0.007	1	5	CHKA
SLC39A9	0.00190955142728301	1.11595635951355	0.044	0.013	1	5	SLC39A9
TLR41	0.00192252883259154	0.82001962469969	0.044	0.013	1	5	TLR4
ACBD31	0.0019273960635555	0.465336775693548	0.057	0.019	1	5	ACBD3
ZNF592	0.00195750852898545	0.955038329437506	0.057	0.019	1	5	ZNF592
MED26	0.00196500030904116	1.03754044691866	0.031	0.007	1	5	MED26
CPT2	0.00197411501808487	0.917427656433607	0.057	0.019	1	5	CPT2
MRPL48	0.00198016021631742	0.319972051362964	0.164	0.084	1	5	MRPL48
CACUL1	0.00198602925516082	0.439408592122342	0.088	0.037	1	5	CACUL1
SERTAD2	0.00198970133216511	1.19434434465307	0.075	0.03	1	5	SERTAD2
SLU7	0.00199686277226431	0.223313447736099	0.22	0.122	1	5	SLU7
MTMR3	0.00200083851758658	1.08839790955193	0.05	0.016	1	5	MTMR3
SPRYD7	0.00200207998835176	1.03431458409408	0.057	0.019	1	5	SPRYD7
RP11-448A19.1	0.00200705894590548	2.0041565989013	0.025	0.005	1	5	RP11-448A19.1
TSPAN32	0.00201825539342759	0.184868164661807	0.164	0.083	1	5	TSPAN32
TNNT11	0.00202771572182184	1.14693017932174	0.038	0.01	1	5	TNNT1
CCT71	0.00203414859816959	0.706228180492089	0.308	0.186	1	5	CCT7
EIF2S11	0.00204262393360491	0.498978531818116	0.164	0.085	1	5	EIF2S1
SULT1A3	0.00204687439412926	1.0415248422616	0.038	0.01	1	5	SULT1A3
SDF2	0.00205099630076396	0.26454482273575	0.226	0.125	1	5	SDF2
APLF	0.0020540970825311	1.66299277761641	0.025	0.005	1	5	APLF
NUDT221	0.00205540706979334	0.21009979197321	0.17	0.087	1	5	NUDT22
CDK16	0.00206270269020358	0.832094962426169	0.069	0.026	1	5	CDK16
PPARGC1B1	0.00206468640935209	1.63903320436852	0.025	0.005	1	5	PPARGC1B
DAZAP1	0.00206878017843017	0.216061392082618	0.145	0.071	1	5	DAZAP1
CD2BP2	0.00208706763539778	0.279145171984914	0.189	0.1	1	5	CD2BP2
RASGEF1B	0.00209763918310112	0.433954213496675	0.069	0.026	1	5	RASGEF1B
PLCG21	0.00212078294466173	0.463888018993927	0.069	0.026	1	5	PLCG2
TAF1A	0.00213716222672814	0.849093511972343	0.038	0.01	1	5	TAF1A
MRPL2	0.00214064454533083	0.419948353467118	0.119	0.056	1	5	MRPL2
ARHGEF37	0.00214518343460228	1.01131917762312	0.038	0.01	1	5	ARHGEF37
B4GALT7	0.00215988368958737	0.965836590102293	0.069	0.026	1	5	B4GALT7
CORO7	0.00216471410508423	0.340801267196706	0.126	0.06	1	5	CORO7
NCF42	0.00216688881912679	0.189086669657309	0.126	0.059	1	5	NCF4
WAC-AS1	0.00217995276823954	0.607463446880534	0.113	0.053	1	5	WAC-AS1
DERA	0.00218925463809551	0.516250125216595	0.113	0.052	1	5	DERA
KCNE31	0.00223397417796215	0.920206176893914	0.063	0.023	1	5	KCNE3
KCTD121	0.0022368529142955	0.851282520796792	0.069	0.026	1	5	KCTD12
NDUFB41	0.00227169940475735	0.186289887346518	0.415	0.252	1	5	NDUFB4
RASSF41	0.00229826221872643	0.431191043030912	0.101	0.045	1	5	RASSF4
LDB1	0.0022990098147977	1.50663138473449	0.044	0.013	1	5	LDB1
CERS5	0.00230323299038363	0.747201542695596	0.082	0.033	1	5	CERS5
C1orf63	0.00232366628187524	0.84426682265534	0.302	0.174	1	5	C1orf63
NCL	0.00233077588495665	0.462471889738632	0.384	0.23	1	5	NCL
TRIM251	0.0023342435711301	0.692968726984575	0.075	0.03	1	5	TRIM25
MAD2L1BP	0.00233536993883884	0.591038725675947	0.063	0.023	1	5	MAD2L1BP
POLR2J1	0.00233601551588126	0.132587544317935	0.403	0.246	1	5	POLR2J
UBE2L31	0.00234473979787689	0.176101083218627	0.377	0.228	1	5	UBE2L3
THAP2	0.00236146316859819	0.188131693990167	0.088	0.037	1	5	THAP2
AC093673.51	0.00240197624904582	0.863424869287067	0.075	0.03	1	5	AC093673.5
MEF2A	0.00241211538761984	0.617185921580946	0.075	0.03	1	5	MEF2A
MDH21	0.00241619479699027	0.180292262129267	0.465	0.288	1	5	MDH2
SDE2	0.00243688014196282	0.901624132178545	0.057	0.02	1	5	SDE2
KIAA10331	0.0024683833183308	0.353681461146938	0.119	0.056	1	5	KIAA1033
TSEN341	0.0024784337294248	0.363343248073272	0.17	0.089	1	5	TSEN34
KDM1A	0.0024874849195914	0.876453424198153	0.057	0.02	1	5	KDM1A
ITGB1BP1	0.00250126975518518	0.152296836022236	0.27	0.157	1	5	ITGB1BP1
PIEZO1	0.00250701799208847	0.335351763041002	0.082	0.033	1	5	PIEZO1
PKIB	0.00252284365797153	2.75269218410402	0.019	0.003	1	5	PKIB
TTBK2	0.00254190566261409	1.17530876472433	0.05	0.017	1	5	TTBK2
RHBDF21	0.00255522737234155	0.61221446230407	0.094	0.041	1	5	RHBDF2
DNAJC15	0.00256101336751771	2.95659451593769	0.239	0.139	1	5	DNAJC15
VPS36	0.00257065135362074	0.223731422857204	0.126	0.06	1	5	VPS36
ARG2	0.00257076527439533	2.03075059464232	0.019	0.003	1	5	ARG2
C1orf112	0.00257883266368048	2.01392040762595	0.019	0.003	1	5	C1orf112
NEFH	0.00258692319633724	1.4345083551761	0.019	0.003	1	5	NEFH
PELI2	0.00260317392814428	1.97306921162066	0.019	0.003	1	5	PELI2
STK32C1	0.00261043668351182	0.538768169459545	0.063	0.023	1	5	STK32C
SLC2A91	0.00261951794384904	1.89251881604038	0.019	0.003	1	5	SLC2A9
TARS	0.00263302727720105	0.548784527922551	0.094	0.041	1	5	TARS
AC012358.8	0.00263595571952906	1.96307135049673	0.019	0.003	1	5	AC012358.8
STX51	0.00263642168614075	0.358196614926377	0.208	0.115	1	5	STX5
PGP1	0.00264775091958913	0.324096895706877	0.126	0.061	1	5	PGP
MKL1	0.00265067322915369	0.547025997159532	0.075	0.03	1	5	MKL1
RAB11B	0.00265957400227813	0.11014992475015	0.239	0.136	1	5	RAB11B
RIT11	0.00268037553300033	0.382989570775428	0.075	0.03	1	5	RIT1
PSMA5	0.00268804888251351	0.170489437857329	0.421	0.258	1	5	PSMA5
CNPY4	0.00269158549125763	1.27252916891014	0.057	0.02	1	5	CNPY4
GPR351	0.00270298200040593	1.02309074219119	0.038	0.011	1	5	GPR35
PUM11	0.00271189017580543	0.383206180425675	0.075	0.03	1	5	PUM1
ADIPOR1	0.00272620053299915	0.249338353069955	0.22	0.124	1	5	ADIPOR1
PSMF11	0.00272731937906461	0.187116994158488	0.258	0.149	1	5	PSMF1
RP11-254F7.2	0.0027336748169847	1.71852076568808	0.031	0.008	1	5	RP11-254F7.2
TTL	0.00273740476408895	1.22411640529276	0.038	0.011	1	5	TTL
PBX21	0.00275033919131099	0.934289603920835	0.069	0.027	1	5	PBX2
MAST3	0.00276977844975466	0.730423482626822	0.075	0.03	1	5	MAST3
ARF3	0.00278060440431813	0.259998780660305	0.164	0.086	1	5	ARF3
YPEL5	0.0027915108564663	0.634000438277706	0.509	0.323	1	5	YPEL5
CLCF1	0.00280245720228051	1.39240630743066	0.031	0.008	1	5	CLCF1
DET1	0.00280825981680246	1.24384957705161	0.031	0.008	1	5	DET1
GSTK11	0.00285903974229077	0.160910975565698	0.736	0.538	1	5	GSTK1
PTPRJ	0.00286097920970179	1.20462761944747	0.031	0.008	1	5	PTPRJ
BCOR	0.00286879591976353	1.04445681342428	0.038	0.011	1	5	BCOR
ETF1	0.00289759703188328	0.628515077660921	0.107	0.05	1	5	ETF1
